step,trust,system_performance,voter_satisfaction,representativity,equity_dimension_var,party_position_stability,declared_real_distance,discovered_inconsistency,latent_inconsistency,mean_electoral_support,bills_passed,total_bills,pass_rate,ai_proportion,transparency,transparency_input,transparency_process,transparency_output,party_positions,scenario_id,replicate,seed,num_parties,num_seats,num_voters,dimension,adapt_threshold,adapt_rate
11,0.7949659084003966,0.5694977859993271,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,11,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
12,0.7949659084003966,0.566467482969024,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,12,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
13,0.7949659084003966,0.5639033804049215,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,13,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
14,0.7949659084003966,0.5617055782071193,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,14,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
15,0.7949659084003966,0.5598008163023573,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,15,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
16,0.7949659084003966,0.5581341496356907,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,16,0.0625,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
17,0.7949659084003966,0.5566635614003965,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,17,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
18,0.7949659084003966,0.5553563718579129,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,18,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
19,0.7949659084003966,0.5541867812146382,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,19,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
20,0.7949659084003966,0.5531341496356907,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,20,0.05,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
21,0.7949659084003966,0.5521817686833097,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,21,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
22,0.7949659084003966,0.5513159678175089,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,22,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
23,0.7949659084003966,0.5505254539835168,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,23,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
24,0.7949659084003966,0.5498008163023573,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,24,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
25,0.7949659084003966,0.5491341496356907,0.5943776838087256,0.5790752506114081,0.01876723872751686,0.0,0.37264970403211806,0.0,0.37264970403211806,-0.8938169665725296,1,25,0.04,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [-0.47329578591465915, 0.965209049757709, 0.5197961420628378], 'real_vector': [-0.250919762305275, 0.9014286128198323, 0.4639878836228102], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.6182482125533962, -1.0527258885953856, 1.0483317130411816], 'real_vector': [0.416145155592091, -0.9588310114083951, 0.9398197043239886], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-1.158859868124519, -0.4431170438137517, -0.22822649789065907], 'real_vector': [-0.6363500655857988, -0.6331909802931324, -0.39151551408092455], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.0257874782190886, -0.12258094914525286, -0.31243157350992373], 'real_vector': [-0.7210122786959163, -0.4157107029295637, -0.2672763134126166], 'inconsistency': 0.0}]",0,0,42,4,40,100,3,1.0,0.2
